"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140117001","01/17/2014","10:00:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140117002","01/17/2014","10:00:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140117003","01/17/2014","10:00:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140117004","01/17/2014","10:00:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140117005","01/17/2014","10:00:00","JABABEKA 5","LUKOT","Surabaya",4642,"MITRA TOTAL PERSADA, PT","WINGS BOX",45.00
"140117006","01/17/2014","10:00:00","JABABEKA 5","LUKOT","Surabaya",4642,"MITRA TOTAL PERSADA, PT","WINGS BOX",45.00
"140117008","01/17/2014","11:00:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"140117010","01/17/2014","13:00:00","JABABEKA 5","LUKOT","Pontianak - NUSA MEGAH CEMERLANG, PT",2881,"PT PPS CARGO","CDD",17.74
"140117011","01/17/2014","13:00:00","JABABEKA 5","LUKOT","Lampung - TAPIS EKA MODERN, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140117013","01/17/2014","13:00:00","JABABEKA 5","LUKOT","Jambi - NAZILA + TRISHA",177,"BINTANG EXPRESS, CV","CDD",17.74
"140117012","01/17/2014","13:00:00","JABABEKA 5","LUKOT","Bengkulu - MALAHO BANGKAHULU PERDANA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140117009","01/17/2014","08:00:00","JABABEKA 5","DALKOT","Ciputat - ANDIRA WANODYA CITRA, PT",2972,"TUPPERWARE","CDD",4.62
"140117016","01/17/2014","13:00:00","JABABEKA 5","LUKOT","VIA UDARA",4231,"MINEX","CDD",17.74
"140117018","01/17/2014","13:00:00","JABABEKA 5","LUKOT","Lampung - ORCHID BINTANG TAPIS, PT",177,"BINTANG EXPRESS, CV","CDD",17.74
