"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140521013","05/21/2014","09:30:00","Murinda+JBK5","LUKOT","PUTRI + DEWISRI",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140521014","05/21/2014","09:30:00","Murinda+JBK5","LUKOT","INDRAKINARYA + KALYANA ( SMG ) + TIARA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140521015","05/21/2014","09:30:00","Murinda+JBK5","LUKOT","BUMI  + KALYANA (KLATEN)",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140521016","05/21/2014","09:30:00","Murinda+JBK5","LUKOT","INDOVIMA + SENTOSA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140521026","05/21/2014","13:30:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"140521027","05/21/2014","13:30:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"140521031","05/21/2014","13:30:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140521039","05/21/2014","15:30:00","JABABEKA 5","LUKOT","Surabaya",4642,"MITRA TOTAL PERSADA, PT","WINGS BOX",45.00
"140522001","05/21/2014","15:30:00","Murinda+JBK5","LUKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140521040","05/21/2014","16:00:00","JABABEKA 5","DALKOT","LANSIR MURINDA",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140521041","05/21/2014","16:00:00","JABABEKA 5","DALKOT","LANSIR MURINDA",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140521042","05/21/2014","16:00:00","JABABEKA 5","DALKOT","LANSIR MURINDA",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140521043","05/21/2014","10:00:00","Murinda+JBK5","LUKOT","VIA UDARA",4231,"MINEX","CDD",17.74
