"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140612003","06/12/2014","10:30:00","JABABEKA 5","LUKOT","Medan",307,"JAPALINDO","CONT '40",67.00
"140612011","06/12/2014","08:30:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"140612029","06/12/2014","09:30:00","JBK5+Murinda","LUKOT","Lampung - TAPIS EKA MODERN, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140612036","06/12/2014","09:00:00","SURABAYA","DALKOT","ADS (SIDOARJO)",1954,"SAPTA PRIMA PERKASA, PT","CDD",17.74
"140612030","06/12/2014","09:00:00","JBK5+Murinda","DALKOT","DINAMIKA + PIJAR",2972,"TUPPERWARE","CDD",17.22
"140612031","06/12/2014","09:00:00","Murinda","DALKOT","Kelapa gading - PRIMA MEGAH LESTARI, PT",2972,"TUPPERWARE","CDD",4.62
"140612032","06/12/2014","09:00:00","Murinda","DALKOT","Pasar Minggu - ALIF ROSE, PT",2972,"TUPPERWARE","CDD",9.60
"140612033","06/12/2014","09:00:00","JBK5+Murinda","DALKOT","HO",2972,"TUPPERWARE","CDD",17.74
"140612034","06/12/2014","09:00:00","JBK5+Murinda","LUKOT","VIA UDARA",4231,"MINEX","CDD",17.74
"140612035","06/12/2014","09:00:00","MEDAN","DALKOT","MELISA SURYA ANGKASA",419,"TURI KARYA, CV","CDD",17.74
