"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140415001","04/14/2014","15:00:00","Murinda+JBK5","LUKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140414033","04/14/2014","15:00:00","SURABAYA","LUKOT","WM",2199,"NUGRAHA SENTOSA","CDD",17.74
"140414034","04/14/2014","15:00:00","SURABAYA","LUKOT","BSB",2199,"NUGRAHA SENTOSA","CDD",17.74
"140415002","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Bintaro - MULIA DINAMIKA SWAKARSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140415003","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Depok - PUTRA ANDITYA PERKASA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140415004","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140415005","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Kelapa gading - PRIMA MEGAH LESTARI, PT",4445,"DEXTRAN","CDD",17.74
"140415006","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Serpong - NURAMA SEJAHTERA, PT",4445,"DEXTRAN","CDD",17.74
"140415009","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Cimone - PERSADA TIARA DINAMIKA, PT",4445,"DEXTRAN","CDD",17.74
"140415010","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Kebun jeruk - DINAMIKA BINTANG KEJORA, PT",4445,"DEXTRAN","CDD",17.74
"140415012","04/14/2014","19:00:00","JBK5+Murinda","LUKOT","Serang - WIDHITA HUSNUL BANTERA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140414003","04/14/2014","13:00:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140414004","04/14/2014","13:00:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140414005","04/14/2014","13:00:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140414009","04/14/2014","13:00:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"140414013","04/14/2014","09:00:00","Murinda+JBK5","LUKOT","Semarang - INDRAKINARYA MUGISANTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140414015","04/14/2014","09:00:00","Murinda+JBK5","LUKOT","Semarang - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140414024","04/14/2014","09:00:00","Murinda+JBK5","LUKOT","Jambi - Nazila + Trisha",177,"BINTANG EXPRESS, CV","CDD",17.74
"140414035","04/14/2014","15:00:00","SURABAYA","LUKOT","AC",2199,"NUGRAHA SENTOSA","CDD",17.74
"140415016","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Tangerang - HASTA HUSNUL KHOTIMAH, PT",4445,"DEXTRAN","PICKUP",5.76
"140415017","04/14/2014","19:00:00","JBK5+Murinda","DALKOT","Pasar Minggu, Kebon Jeruk - ALIF ROSE, PT + MERPATI",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
