"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140711069","07/11/2014","14:00:00","MEDAN","LUKOT","BUMI + BUNDO + TRIARGA",1952,"ABS RAYA, CV","CDD",17.74
"140711025","07/11/2014","07:30:00","Murinda","DALKOT","Cibubur - SAGITA YORI KENCANA, PT",371,"PUTRA BANGKA EXPRESS, PT","CDD",17.74
"140711026","07/11/2014","07:30:00","Murinda","DALKOT","Cibubur - SAGITA YORI KENCANA, PT",371,"PUTRA BANGKA EXPRESS, PT","CDD",17.74
"140711029","07/11/2014","09:30:00","JABABEKA 5","LUKOT","Pontianak - NUSA MEGAH CEMERLANG, PT",2881,"PT PPS CARGO","FUSO",39.00
"140711034","07/11/2014","09:30:00","Murinda+JBK5","LUKOT","Pontianak - ALFA GEMA KHATULISTIWA JAYA, PT",4973,"MEDIA CARGO","FUSO",39.00
"140711035","07/11/2014","12:30:00","JABABEKA 5","LUKOT","VIA UDARA",11,"FIRST LOGISTIC","CDD",17.74
"140711036","07/11/2014","09:30:00","Murinda+JBK5","LUKOT","ORCHID + CAHAYA + NAZILA",177,"BINTANG EXPRESS, CV","FUSO",39.00
"140711037","07/11/2014","09:30:00","JBK5+Murinda","DALKOT","Bekasi - LIMAX KALEBORAH MARIFAT, PT",4445,"DEXTRAN","CDD",17.74
"140711038","07/11/2014","09:30:00","Murinda","DALKOT","Bekasi - LIMAX KALEBORAH MARIFAT, PT",4445,"DEXTRAN","CDD",17.74
"140711039","07/11/2014","09:30:00","Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",4445,"DEXTRAN","CDD",17.74
"140711040","07/11/2014","09:30:00","Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",4445,"DEXTRAN","CDD",17.74
"140711041","07/11/2014","09:30:00","JABABEKA 5","DALKOT","Karawang - MITRA SATYA ANUGRAH, PT",4445,"DEXTRAN","CDD",17.74
"140711043","07/11/2014","12:30:00","Murinda+JBK5","LUKOT","SUMEDANG - MANDALARAYA PILAR SAKTI, PT",4445,"DEXTRAN","CDD",17.74
"140711044","07/11/2014","13:30:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140711045","07/11/2014","09:30:00","Murinda+JBK5","LUKOT","Medan",4642,"MITRA TOTAL PERSADA, PT","WINGS BOX",45.00
"140711050","07/11/2014","09:30:00","Murinda+JBK5","LUKOT","PUTRI + MULYO",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711051","07/11/2014","12:30:00","Murinda+JBK5","LUKOT","BANTEN + WIDHITA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711052","07/11/2014","09:30:00","JBK5+Murinda","LUKOT","KALYANA + TIARA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711054","07/11/2014","09:30:00","JABABEKA 5","LUKOT","Sleman - INDOVIMA SENTOSA MANDIRI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711056","07/11/2014","12:30:00","JBK5+Murinda","LUKOT","BUMI + SENTOSA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711057","07/11/2014","12:30:00","Murinda","LUKOT","Yogya - SENTOSA AGUNG SURYATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711058","07/11/2014","12:30:00","JBK5+Murinda","LUKOT","Magelang - DEWISRI PRATHAMA MUKHYASA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711059","07/11/2014","09:30:00","JBK5+Murinda","LUKOT","Lampung - TAPIS EKA MODERN, PT",4642,"MITRA TOTAL PERSADA, PT","HITUNGAN KARTON",
"140711068","07/11/2014","12:30:00","JBK5+Murinda","DALKOT","HASTA + DINAMIKA",4642,"MITRA TOTAL PERSADA, PT","PICKUP",5.76
"140711070","07/11/2014","15:00:00","JABABEKA 5","DALKOT","Mangga dua - PIJAR GRAHA CEMERLANG, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711071","07/11/2014","16:00:00","JABABEKA 5","LUKOT","PURWOKERTO (DONOR DARAH)",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711072","07/11/2014","16:00:00","JABABEKA 5","LUKOT","BANDUNG (DONOR DARAH)",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140712001","07/11/2014","15:30:00","Murinda","DALKOT","Bogor - MANUNGGAL RAYA TIMUR PERKASA, PT",4445,"DEXTRAN","CDD",17.74
"140712002","07/11/2014","15:30:00","Murinda+JBK5","DALKOT","Bogor - MANUNGGAL RAYA TIMUR PERKASA, PT",4445,"DEXTRAN","CDD",17.74
"140712003","07/11/2014","18:30:00","JABABEKA 5","DALKOT","Bogor - MANUNGGAL RAYA TIMUR PERKASA, PT",4445,"DEXTRAN","CDD",17.74
"140712004","07/11/2014","18:30:00","JABABEKA 5","DALKOT","INDIKA CIPTA KREASI (SENAYAN)",4445,"DEXTRAN","PICKUP",5.76
"140712005","07/11/2014","15:30:00","Murinda+JBK5","DALKOT","Pasar Minggu - ALIF ROSE, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140712006","07/11/2014","15:30:00","Murinda+JBK5","DALKOT","PERSADA + MERPATI",4642,"MITRA TOTAL PERSADA, PT","PICKUP",5.76
"140712007","07/11/2014","15:30:00","Murinda+JBK5","DALKOT","ANDIRA + MAHARDIKA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140711074","07/11/2014","17:00:00","Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",4445,"DEXTRAN","CDD",17.74
