"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140506006","05/06/2014","13:00:00","JABABEKA 5","LUKOT","Medan",307,"JAPALINDO","CONT '40",67.00
"140506018","05/06/2014","09:00:00","Murinda+JBK5","LUKOT","Pontianak - ALFA GEMA KHATULISTIWA JAYA, PT",4973,"MEDIA CARGO","FUSO",39.00
"140506021","05/06/2014","08:00:00","Murinda","DALKOT","Cimone - PERSADA TIARA DINAMIKA, PT",371,"PUTRA BANGKA EXPRESS, PT","CDD",17.74
"140506038","05/06/2014","09:00:00","JBK5+Murinda","LUKOT","Serang - WIDHITA HUSNUL BANTERA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140506039","05/06/2014","09:00:00","JABABEKA 5","LUKOT","Lampung - TAPIS EKA MODERN, PT",4642,"MITRA TOTAL PERSADA, PT","KUBIKASI",
"140506041","05/06/2014","09:00:00","JABABEKA 5","LUKOT","Bengkulu - MALAHO BANGKAHULU PERDANA, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140506042","05/06/2014","10:00:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140506043","05/06/2014","10:00:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"140506049","05/06/2014","10:00:00","JABABEKA 5","DALKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140506051","05/06/2014","09:00:00","SURABAYA","DALKOT","VINIVICI",1954,"SAPTA PRIMA PERKASA, PT","CDD",17.74
"140506052","05/06/2014","09:00:00","SURABAYA","DALKOT","SARANA",1954,"SAPTA PRIMA PERKASA, PT","CDD",17.74
"140506053","05/06/2014","10:30:00","Murinda","DALKOT","Depok - PUTRA ANDITYA PERKASA, PT",4642,"MITRA TOTAL PERSADA, PT","PICKUP",5.76
"140506056","05/06/2014","10:30:00","Murinda","DALKOT","Tangerang - HASTA HUSNUL KHOTIMAH, PT",4445,"DEXTRAN","CDD",17.74
"140506057","05/06/2014","11:00:00","Murinda","DALKOT","Cimone - PERSADA TIARA DINAMIKA, PT",4445,"DEXTRAN","CDD",17.74
