"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"151006001","10/05/2015","17:30:00","Murinda+JBK5","DALKOT","CIKUPA - HASTA HUSNUL K,PT (AGM SURATI)          ",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006002","10/05/2015","19:00:00","JABABEKA 5","DALKOT","CIKUPA - HASTA HUSNUL K,PT (AGM SURATI)          ",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006003","10/05/2015","17:30:00","Murinda+JBK5","DALKOT","KELAPA GADING - PRIMA MEGAH LESTARI, PT",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006004","10/05/2015","19:00:00","JABABEKA 5","DALKOT","KELAPA GADING - PRIMA MEGAH LESTARI, PT",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006005","10/05/2015","19:00:00","JABABEKA 5","DALKOT","KELAPA GADING - PRIMA MEGAH LESTARI, PT",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006006","10/05/2015","19:00:00","JABABEKA 5","DALKOT","KELAPA GADING - PRIMA MEGAH LESTARI, PT",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006007","10/05/2015","19:00:00","JABABEKA 5","DALKOT","KELAPA GADING - PRIMA MEGAH LESTARI, PT",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006008","10/05/2015","17:30:00","Murinda+JBK5","DALKOT","TANGERANG - HASTA HUSNUL KHOTIMAH, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"151006009","10/05/2015","19:00:00","JABABEKA 5","DALKOT","TANGERANG - HASTA HUSNUL KHOTIMAH, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"151006010","10/05/2015","19:00:00","JABABEKA 5","DALKOT","TANGERANG - HASTA HUSNUL KHOTIMAH, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"151006018","10/06/2015","07:00:00","JABABEKA 5","DALKOT","SRENGSENG - MERPATI PANCARAN KINASIH, PT",5117,"TOTAL LOGISTICS INDONESIA,PT","CDD",16.74
"151006019","10/06/2015","07:00:00","JBK5+Murinda","DALKOT","SRENGSENG - MERPATI PANCARAN KINASIH, PT",5117,"TOTAL LOGISTICS INDONESIA,PT","CDD",16.74
"151006022","10/06/2015","06:00:00","JABABEKA 5","DALKOT","CIMONE - PERSADA TIARA DINAMIKA, PT",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006025","10/06/2015","08:00:00","Murinda+JBK5","DALKOT","KEBUN JERUK - DINAMIKA BINTANG KEJORA, PT",4445,"DEWI EXPRESS TRANSPORT, PT","CDD",16.74
"151006027","10/06/2015","06:00:00","JABABEKA 5","DALKOT","BOGOR - MANUNGGAL RAYA TIMUR PERKASA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"151006029","10/06/2015","06:00:00","JABABEKA 5","DALKOT","BOGOR - MANUNGGAL RAYA TIMUR PERKASA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"151006031","10/05/2015","20:00:00","JABABEKA 5","LUKOT","BANDUNG - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"151006037","10/06/2015","13:30:00","JABABEKA 5","LUKOT","LAMPUNG - TAPIS EKA MODERN, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"151006061","10/06/2015","07:00:00","JABABEKA 5","DALKOT","PASAR MINGGU - ALIF ROSE, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"151006064","10/06/2015","07:00:00","JABABEKA 5","DALKOT","MANGGA DUA - PIJAR GRAHA CEMERLANG, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
