"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140416020","04/16/2014","08:00:00","Murinda","DALKOT","Karawang - MITRA SATYA ANUGRAH, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140416023","04/16/2014","08:00:00","Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",4445,"DEXTRAN","CDD",17.74
"140416001","04/16/2014","13:00:00","JABABEKA 5","LUKOT","Medan",307,"JAPALINDO","CONT '40",67.00
"140416002","04/16/2014","13:00:00","JABABEKA 5","LUKOT","Medan",307,"JAPALINDO","CONT '40",67.00
"140416003","04/16/2014","10:00:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"140416005","04/16/2014","13:00:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"140416050","04/16/2014","09:00:00","Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140416053","04/16/2014","09:00:00","SURABAYA","DALKOT","VINI",1954,"SAPTA PRIMA PERKASA, PT","CDD",17.74
"140416059","04/16/2014","11:00:00","Murinda","DALKOT","Kebun jeruk - DINAMIKA BINTANG KEJORA, PT",4445,"DEXTRAN","CDD",17.74
"140416061","04/16/2014","13:00:00","Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",2972,"TUPPERWARE","CDD",17.74
"140416062","04/16/2014","13:00:00","Murinda","DALKOT","Cimone - PERSADA TIARA DINAMIKA, PT",2972,"TUPPERWARE","CDD",17.74
"140416065","04/16/2014","15:00:00","SURABAYA","DALKOT","BINA",2199,"NUGRAHA SENTOSA","CDD",17.74
"140416029","04/16/2014","09:00:00","Murinda+JBK5","LUKOT","Jambi - NAZILA JAMBI NUGRAHA, PT",177,"BINTANG EXPRESS, CV","FUSO",39.00
"140416030","04/16/2014","09:00:00","Murinda+JBK5","LUKOT","Jambi - TRISHA ARI NUGRAHA, PT",177,"BINTANG EXPRESS, CV","CDD",17.74
"140416031","04/16/2014","09:00:00","Murinda+JBK5","LUKOT","Lampung - ORCHID BINTANG TAPIS, PT",177,"BINTANG EXPRESS, CV","CDD",17.74
"140416032","04/16/2014","10:00:00","JABABEKA 5","LUKOT","Banten - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140416033","04/16/2014","10:00:00","Murinda","LUKOT","Banten - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140416034","04/16/2014","09:00:00","JBK5+Murinda","LUKOT","Cilacap - PUTRI DINAMIKA JAYA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140416035","04/16/2014","09:00:00","JBK5+Murinda","LUKOT","Magelang, Yogya - DEWISRI + SENTOSA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
