"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"150529022","05/29/2015","12:30:00","JABABEKA 5","DALKOT","BEKASI - LIMAX KALEBORAH MARIFAT, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529024","05/29/2015","12:30:00","JABABEKA 5","DALKOT","BEKASI - LIMAX KALEBORAH MARIFAT, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529030","05/29/2015","09:30:00","Murinda+JBK5","LUKOT","DB SBY + DB BPP",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529032","05/29/2015","12:30:00","Murinda+JBK5","LUKOT","BANTEN + WIDHITA",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529033","05/29/2015","14:30:00","JABABEKA 5","LUKOT","BANTEN - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529034","05/29/2015","09:30:00","Murinda+JBK5","LUKOT","CILACAP - PUTRI DINAMIKA JAYA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529036","05/29/2015","12:30:00","JBK5+Murinda","LUKOT","TIARA + INDRAKINARYA",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529037","05/29/2015","14:30:00","Murinda","LUKOT","SEMARANG - INDRAKINARYA MUGISANTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529038","05/29/2015","12:30:00","JABABEKA 5","LUKOT","SEMARANG - INDRAKINARYA MUGISANTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529039","05/29/2015","12:30:00","JABABEKA 5","LUKOT","SEMARANG - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529041","05/29/2015","14:30:00","Murinda","LUKOT","SEMARANG - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529042","05/29/2015","09:30:00","Murinda+JBK5","LUKOT","SLEMAN - INDOVIMA SENTOSA MANDIRI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529044","05/29/2015","12:30:00","JBK5+Murinda","LUKOT","BUMI + SENTOSA",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529045","05/29/2015","12:30:00","Murinda+JBK5","LUKOT","SENTOSA + DEWISRI",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150529049","05/29/2015","09:30:00","JBK5+Murinda","LUKOT","CAHAYA + CAHAYA AGM",177,"BINTANG EXPRESS, CV","FUSO",39.00
"150529053","05/29/2015","12:30:00","JABABEKA 5","LUKOT","VIA UDARA",5119,"FIRST LOGISTICS","CDD",16.74
"150529058","05/29/2015","16:30:00","JABABEKA 5","LUKOT","NUSA + NUSA AGM",2881,"PT PPS CARGO","FUSO",39.00
"150529059","05/29/2015","17:00:00","Murinda+JBK5","LUKOT","SUMEDANG - MANDALARAYA PILAR SAKTI, PT(AGM AI AGUS)",4445,"DEXTRAN","PICKUP",5.76
