"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"150610006","06/10/2015","07:30:00","Murinda","DALKOT","BOGOR - MANDALARAYA PILAR SAKTI, PT",5117,"TOTAL LOGISTICS INDONESIA,PT","CDD",16.74
"150610007","06/10/2015","09:30:00","JBK5+Murinda","LUKOT","JAMBI - NAZILA JAMBI NUGRAHA, PT",177,"BINTANG EXPRESS, CV","CDD",16.74
"150610008","06/10/2015","09:30:00","JBK5+Murinda","LUKOT","PONTIANAK - NUSA MEGAH CEMERLANG, PT",2881,"PT PPS CARGO","FUSO",39.00
"150610009","06/10/2015","12:30:00","Murinda","LUKOT","PONTIANAK - NUSA MEGAH CEMERLANG, PT",2881,"PT PPS CARGO","FUSO",39.00
"150610011","06/10/2015","09:30:00","JBK5+Murinda","LUKOT","MEDAN",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"150610015","06/10/2015","07:30:00","Murinda","DALKOT","CIBUBUR - SAGITA YORI KENCANA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610017","06/10/2015","09:30:00","Murinda","DALKOT","LANSIRAN DARI MURINDA KE JB 5",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"150610018","06/10/2015","09:30:00","Murinda","DALKOT","LANSIRAN DARI MURINDA KE JB 5",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"150610019","06/10/2015","09:30:00","Murinda","DALKOT","LANSIRAN DARI MURINDA KE JB 5",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"150610021","06/10/2015","14:30:00","JABABEKA 5","LUKOT","BANTEN - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610027","06/10/2015","12:30:00","Murinda","LUKOT","CIANJUR - MANDALARAYA PILAR SAKTI, PT(AGM NENTY)  ",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610028","06/10/2015","14:30:00","JABABEKA 5","LUKOT","CIANJUR - MANDALARAYA PILAR SAKTI, PT(AGM NENTY)  ",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610029","06/10/2015","12:30:00","Murinda+JBK5","LUKOT","MANDALA SUMEDANG + SUBANG",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610032","06/10/2015","12:30:00","JABABEKA 5","LUKOT","PURWOKERTO - MULYO DITO PANGESTU, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610034","06/10/2015","09:30:00","JABABEKA 5","LUKOT","KUDUS - TIARA KINARYA SAKTI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610035","06/10/2015","09:30:00","Murinda+JBK5","LUKOT","MAGELANG - DEWISRI PRATHAMA MUKHYASA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610036","06/10/2015","12:30:00","Murinda","LUKOT","SEMARANG - INDRAKINARYA MUGISANTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610038","06/10/2015","09:30:00","Murinda+JBK5","LUKOT","INDRAKINARYA + KALYANA",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610041","06/10/2015","09:30:00","JBK5+Murinda","LUKOT","SLEMAN - INDOVIMA SENTOSA MANDIRI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610043","06/10/2015","12:30:00","JABABEKA 5","LUKOT","SOLO - BUMI MANUNGGAL KHARISMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610047","06/10/2015","09:00:00","JBK5+Murinda","DALKOT","BOGOR - MANUNGGAL RAYA TIMUR PERKASA, PT",2972,"TUPPERWARE","CDD",16.74
"150610048","06/10/2015","09:00:00","JBK5+Murinda","DALKOT","BEKASI - MAHARDIKA ARTHA FORTUNA, PT",2972,"TUPPERWARE","CDD",16.74
