"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"150610003","06/09/2015","20:00:00","JABABEKA 5","DALKOT","CIKARANG - INDRAPURI MITRA CIKARANG, PT",4445,"DEXTRAN","CDD",16.74
"150610004","06/09/2015","20:00:00","JABABEKA 5","DALKOT","CIKARANG - INDRAPURI MITRA CIKARANG, PT",4445,"DEXTRAN","CDD",16.74
"150610005","06/10/2015","06:30:00","JABABEKA 5","DALKOT","CIBUBUR - SAGITA YORI KENCANA, PT",5117,"TOTAL LOGISTICS INDONESIA,PT","CDD",16.74
"150610012","06/10/2015","09:30:00","JABABEKA 5","LUKOT","SURABAYA",4445,"DEXTRAN","WINGS BOX",45.00
"150610013","06/10/2015","06:30:00","JBK5+Murinda","DALKOT","BEKASI - LIMAX KALEBORAH MARIFAT, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610014","06/10/2015","06:30:00","JABABEKA 5","DALKOT","BOGOR - MANDALARAYA PILAR SAKTI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610022","06/10/2015","06:30:00","JABABEKA 5","DALKOT","CIPINANG - ARLIA HARAPAN KENCANA, PT",5002,"UBJ LOGISTICS, PT","CDD LONG",28.68
"150610023","06/10/2015","06:30:00","JBK5+Murinda","DALKOT","CIPINANG - ARLIA HARAPAN KENCANA, PT",5002,"UBJ LOGISTICS, PT","CDD LONG",28.68
"150610024","06/10/2015","07:30:00","Murinda","DALKOT","CIPINANG - ARLIA HARAPAN KENCANA, PT",5002,"UBJ LOGISTICS, PT","CDD LONG",28.68
"150610025","06/10/2015","06:30:00","JABABEKA 5","DALKOT","KARAWANG - MITRA SATYA ANUGRAH, PT",5002,"UBJ LOGISTICS, PT","CDD LONG",28.68
"150610026","06/10/2015","06:30:00","JABABEKA 5","DALKOT","KARAWANG - MITRA SATYA ANUGRAH, PT",5002,"UBJ LOGISTICS, PT","CDD LONG",28.68
"150610039","06/10/2015","12:30:00","JABABEKA 5","LUKOT","SEMARANG - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610040","06/10/2015","09:30:00","JABABEKA 5","LUKOT","SLEMAN - INDOVIMA SENTOSA MANDIRI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610044","06/10/2015","12:30:00","JABABEKA 5","LUKOT","YOGYA - SENTOSA AGUNG SURYATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610045","06/10/2015","07:30:00","Murinda","DALKOT","KARAWANG - MITRA SATYA ANUGRAH, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150610046","06/10/2015","09:00:00","JBK5+Murinda","DALKOT","KARAWANG - MITRA SATYA ANUGRAH, PT",2972,"TUPPERWARE","CDD",16.74
