"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140924011","09/24/2014","07:30:00","Murinda","DALKOT","Cibubur - SAGITA YORI KENCANA, PT",4445,"DEXTRAN","CDD",16.74
"140924013","09/24/2014","07:30:00","Murinda","DALKOT","Bekasi - LIMAX KALEBORAH MARIFAT, PT",4445,"DEXTRAN","CDD",16.74
"140924014","09/24/2014","07:30:00","Murinda","DALKOT","Bekasi - MAHARDIKA ARTHA FORTUNA, PT",4445,"DEXTRAN","CDD",16.74
"140924020","09/24/2014","07:30:00","Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",371,"PUTRA BANGKA EXPRESS, PT","CDD",16.74
"140924021","09/24/2014","07:30:00","Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",371,"PUTRA BANGKA EXPRESS, PT","CDD",16.74
"140924025","09/24/2014","09:30:00","JABABEKA 5","LUKOT","Surabaya",7,"PT. PANCARAN DARAT TRANSPORT","WINGS BOX",45.00
"140924028","09/24/2014","07:30:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"140924029","09/24/2014","09:30:00","JABABEKA 5","LUKOT","Pontianak - NUSA MEGAH CEMERLANG, PT",2881,"PT PPS CARGO","FUSO",39.00
"140924039","09/24/2014","09:30:00","JABABEKA 5","LUKOT","Semarang - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140924040","09/24/2014","09:30:00","JABABEKA 5","LUKOT","Semarang - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140924041","09/24/2014","09:30:00","JABABEKA 5","LUKOT","Semarang - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140924051","09/24/2014","08:30:00","MEDAN","DALKOT","BAHANA ERIASAFA GEMPITA",133,"DIVISI ARMADA PINTUSONA","CDD",16.74
"140924052","09/24/2014","09:30:00","Murinda","DALKOT","Cipinang - ARLIA HARAPAN KENCANA, PT",2972,"TUPPERWARE","CDD",16.74
"140924053","09/24/2014","09:30:00","SURABAYA","DALKOT","MARGO PANGESTU PERKASA",2199,"NUGRAHA SENTOSA","CDD",16.74
