"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"141203008","12/02/2014","19:30:00","JBK5+Murinda","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",5117,"KORIN LOGISTICS INDONESIA,PT","CDD",16.74
"141203010","12/02/2014","18:30:00","JBK5+Murinda","DALKOT","Bogor - MANUNGGAL RAYA TIMUR PERKASA, PT",4445,"DEXTRAN","CDD",16.74
"141203011","12/02/2014","18:30:00","JBK5+Murinda","DALKOT","Kelapa gading - PRIMA MEGAH LESTARI, PT",4445,"DEXTRAN","CDD",16.74
"141203013","12/02/2014","18:30:00","JABABEKA 5","DALKOT","Bekasi - LIMAX KALEBORAH MARIFAT, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"141203014","12/02/2014","18:30:00","JABABEKA 5","DALKOT","Cipinang - ARLIA HARAPAN KENCANA, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"141203015","12/02/2014","18:30:00","JABABEKA 5","LUKOT","Banten - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"141203016","12/02/2014","18:30:00","JABABEKA 5","LUKOT","Banten - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"141203017","12/02/2014","18:30:00","JABABEKA 5","LUKOT","Banten - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"141203022","12/02/2014","19:30:00","JBK5+Murinda","DALKOT","Cibubur - SAGITA YORI KENCANA, PT",5002,"UBJ LOGISTICS, PT","CDD LONG",28.68
"141203027","12/03/2014","07:30:00","JABABEKA 5","LUKOT","Medan",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
