"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140908006","09/08/2014","14:30:00","JABABEKA 5","LUKOT","Cilacap - PUTRI DINAMIKA JAYA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140908008","09/08/2014","14:30:00","JABABEKA 5","LUKOT","Kudus - TIARA KINARYA SAKTI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140908064","09/08/2014","16:00:00","JABABEKA 5","LUKOT","Semarang - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140909006","09/08/2014","18:30:00","JABABEKA 5","LUKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140909007","09/08/2014","18:30:00","JABABEKA 5","LUKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140909008","09/08/2014","18:30:00","JABABEKA 5","LUKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140909009","09/08/2014","19:30:00","JABABEKA 5","DALKOT","Bintaro - MULIA DINAMIKA SWAKARSA, PT",5117,"KORIN LOGISTICS INDONESIA,PT","CDD",16.74
"140909010","09/08/2014","19:30:00","JBK5+Murinda","DALKOT","Depok - PUTRA ANDITYA PERKASA, PT",5002,"UBJ LOGISTICS, PT","CDD LONG",28.68
"140909011","09/08/2014","19:30:00","JABABEKA 5","DALKOT","Kebun jeruk - MERPATI PANCARAN KINASIH, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140909012","09/08/2014","18:30:00","JBK5+Murinda","DALKOT","Mangga dua - PIJAR GRAHA CEMERLANG, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140909013","09/08/2014","19:30:00","JABABEKA 5","DALKOT","Tangerang - HASTA HUSNUL KHOTIMAH, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140909014","09/08/2014","19:30:00","JABABEKA 5","DALKOT","Tangerang - HASTA HUSNUL KHOTIMAH, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140909015","09/08/2014","20:30:00","JABABEKA 5","LUKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140909016","09/08/2014","19:30:00","JBK5+Murinda","LUKOT","Serang - WIDHITA HUSNUL BANTERA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140909017","09/09/2014","07:30:00","Murinda","DALKOT","Kebun jeruk - DINAMIKA BINTANG KEJORA, PT",371,"PUTRA BANGKA EXPRESS, PT","CDD",16.74
"140909018","09/09/2014","07:30:00","Murinda","DALKOT","Kebun jeruk - MERPATI PANCARAN KINASIH, PT",371,"PUTRA BANGKA EXPRESS, PT","CDD",16.74
"140909020","09/08/2014","19:30:00","JABABEKA 5","DALKOT","Cimone - PERSADA TIARA DINAMIKA, PT",4445,"DEXTRAN","CDD",16.74
"140909021","09/08/2014","19:30:00","JABABEKA 5","DALKOT","Cimone - PERSADA TIARA DINAMIKA, PT",4445,"DEXTRAN","CDD",16.74
"140909022","09/09/2014","07:30:00","Murinda","DALKOT","Cimone - PERSADA TIARA DINAMIKA, PT",4445,"DEXTRAN","CDD",16.74
"140908009","09/08/2014","14:30:00","JABABEKA 5","LUKOT","Kudus - TIARA KINARYA SAKTI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140908011","09/08/2014","14:30:00","JABABEKA 5","LUKOT","Magelang - DEWISRI PRATHAMA MUKHYASA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140908015","09/08/2014","14:30:00","JABABEKA 5","LUKOT","Purwokerto - MULYO DITO PANGESTU, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140908016","09/08/2014","14:30:00","JABABEKA 5","LUKOT","Semarang - INDRAKINARYA MUGISANTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140908021","09/08/2014","14:30:00","JABABEKA 5","LUKOT","Sleman - INDOVIMA SENTOSA MANDIRI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140908022","09/08/2014","14:30:00","JABABEKA 5","LUKOT","Sleman - INDOVIMA SENTOSA MANDIRI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"140909023","09/08/2014","19:30:00","JBK5+Murinda","DALKOT","Ciputat - ANDIRA WANODYA CITRA, PT",4445,"DEXTRAN","CDD",16.74
