"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"140611022","06/11/2014","09:30:00","Murinda+JBK5","LUKOT","Jambi - NAZILA JAMBI NUGRAHA, PT",177,"BINTANG EXPRESS, CV","HITUNGAN KARTON",
"140611026","06/11/2014","09:30:00","Murinda","LUKOT","Cilacap - PUTRI DINAMIKA JAYA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140611028","06/11/2014","09:30:00","Murinda","LUKOT","Semarang - INDRAKINARYA MUGISANTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140611030","06/11/2014","09:30:00","Murinda+JBK5","LUKOT","KALYANA (SEMARANG) + TIARA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140611032","06/11/2014","09:30:00","Murinda+JBK5","LUKOT","KLATEN - KALYANA BENTANG SENTOSA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140611033","06/11/2014","09:30:00","Murinda+JBK5","LUKOT","Solo - BUMI MANUNGGAL KHARISMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140611034","06/11/2014","09:30:00","Murinda+JBK5","LUKOT","DEWISRI + INDOVIMA",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140611035","06/11/2014","09:30:00","Murinda","LUKOT","Sleman - INDOVIMA SENTOSA MANDIRI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140611036","06/11/2014","09:30:00","Murinda+JBK5","LUKOT","Yogya - SENTOSA AGUNG SURYATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140611048","06/11/2014","13:30:00","JABABEKA 5","LUKOT","TUPPERWARE KOREA",15,"KAZHA","CONT '20",33.00
"140611049","06/11/2014","14:00:00","MEDAN","DALKOT","BANDA CITRA PERKASA",1984,"MAKMUR JAYA, CV","CDD",17.74
"140611050","06/11/2014","14:00:00","Murinda","DALKOT","Cikarang - INDRAPURI MITRA CIKARANG, PT",2972,"TUPPERWARE","CDD",17.74
"140612001","06/11/2014","15:30:00","Murinda+JBK5","LUKOT","Bandung - FAJAR PUNCAK PRATAMA, PT",4642,"MITRA TOTAL PERSADA, PT","FUSO",39.00
"140611051","06/11/2014","16:30:00","MEDAN","DALKOT","MUTIARA + RIAU + SALSABILA + JAKARTA",133,"DIVISI ARMADA PINTUSONA","CDD",17.74
"140611052","06/11/2014","16:50:00","JABABEKA 5","LUKOT","TUPPERWARE PHILLIPINE",15,"KAZHA","CONT '20",33.00
"140611053","06/11/2014","16:50:00","JABABEKA 5","LUKOT","TUPPERWARE PHILLIPINE",15,"KAZHA","CONT '40",67.00
"140612021","06/11/2014","18:30:00","JABABEKA 5","DALKOT","Kelapa gading - PRIMA MEGAH LESTARI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140612023","06/11/2014","18:30:00","JABABEKA 5","DALKOT","Pasar Minggu - ALIF ROSE, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140612024","06/11/2014","18:30:00","JBK5+Murinda","DALKOT","Serpong - NURAMA SEJAHTERA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
"140612025","06/11/2014","18:30:00","JBK5+Murinda","DALKOT","Serang - WIDHITA HUSNUL BANTERA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",17.74
