"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"141103002","11/03/2014","08:30:00","JABABEKA 5","DALKOT","Cikarang - INDRAPURI MITRA CIKARANG, PT",4445,"DEXTRAN","CDD",16.74
"141103003","11/03/2014","09:30:00","JABABEKA 5","DALKOT","Cikarang - INDRAPURI MITRA CIKARANG, PT",4445,"DEXTRAN","CDD",16.74
"141103005","11/03/2014","08:30:00","JABABEKA 5","LUKOT","Sumedang - MANDALARAYA PILAR SAKTI, PT(AGM AI AGUS)",4445,"DEXTRAN","PICKUP",5.76
"141103006","11/03/2014","08:30:00","JABABEKA 5","DALKOT","Bogor - MANUNGGAL RAYA TIMUR PERKASA, PT",5117,"KORIN LOGISTICS INDONESIA,PT","CDD",16.74
"141103013","11/03/2014","08:30:00","JABABEKA 5","DALKOT","Bogor - MANDALARAYA PILAR SAKTI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"141103014","11/03/2014","08:30:00","JABABEKA 5","LUKOT","Banten - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"141103015","11/03/2014","08:30:00","JABABEKA 5","LUKOT","Banten - BANTEN ANUGRAH ABADI, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"141103017","11/03/2014","12:30:00","JBK5+Murinda","LUKOT","Palembang - CAHAYA PUTRI SELATAN, PT",177,"BINTANG EXPRESS, CV","FUSO",39.00
"141103018","11/03/2014","15:30:00","Murinda","LUKOT","Palembang - CAHAYA PUTRI SELATAN, PT",177,"BINTANG EXPRESS, CV","CDD",16.74
"141103019","11/03/2014","12:30:00","JBK5+Murinda","LUKOT","Jambi - NAZILA JAMBI NUGRAHA, PT",177,"BINTANG EXPRESS, CV","FUSO",39.00
"141103020","11/03/2014","12:30:00","JBK5+Murinda","LUKOT","Jambi - TRISHA ARI NUGRAHA, PT",177,"BINTANG EXPRESS, CV","FUSO",39.00
"141103021","11/03/2014","12:30:00","JABABEKA 5","LUKOT","Pontianak - NUSA MEGAH CEMERLANG, PT",2881,"PT PPS CARGO","FUSO",39.00
"141103022","11/03/2014","12:30:00","JABABEKA 5","LUKOT","Pontianak - NUSA MEGAH CEMERLANG, PT",2881,"PT PPS CARGO","FUSO",39.00
"141103024","11/03/2014","14:30:00","JABABEKA 5","LUKOT","Cilacap - PUTRI DINAMIKA JAYA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"141103047","11/03/2014","11:00:00","Murinda","DALKOT","Cikarang - INDRAPURI MITRA CIKARANG, PT",4445,"DEXTRAN","CDD",16.74
"141103053","11/03/2014","13:30:00","Murinda","DALKOT","Cibubur - SAGITA YORI KENCANA, PT",2972,"TUPPERWARE","CDD",16.74
"141103054","11/03/2014","14:30:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"141103055","11/03/2014","14:30:00","JABABEKA 5","LUKOT","Surabaya",4445,"DEXTRAN","WINGS BOX",45.00
"141104006","11/03/2014","15:30:00","Murinda","DALKOT","Cimone - PERSADA TIARA DINAMIKA, PT",4445,"DEXTRAN","CDD",16.74
