"BarCode_No","Schedule_Date","Time","WH","DB_Type","Destination","SLCARS","Expedition_Name","Fleet_Type","Fleet_CBM"
"150611011","06/11/2015","09:30:00","JBK5+Murinda","LUKOT","ORCHID + TRISHA",177,"BINTANG EXPRESS, CV","CDD",16.74
"150611013","06/11/2015","09:30:00","Murinda+JBK5","LUKOT","PANGKAL PINANG - BINTANG EKA MANDIRI, PT",371,"PUTRA BANGKA EXPRESS, PT","CDD",16.74
"150611016","06/11/2015","07:30:00","Murinda","DALKOT","CIPUTAT - ANDIRA WANODYA CITRA, PT",4445,"DEXTRAN","CDD",16.74
"150611021","06/11/2015","12:30:00","Murinda+JBK5","LUKOT","GARUT - FAJAR PUNCAK PRATAMA, PT (AGM TATI R)   ",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150611022","06/11/2015","12:30:00","Murinda","LUKOT","SERANG - WIDHITA HUSNUL BANTERA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150611023","06/11/2015","14:30:00","JABABEKA 5","LUKOT","SERANG - WIDHITA HUSNUL BANTERA, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150611024","06/11/2015","12:30:00","Murinda+JBK5","LUKOT","SUKABUMI - WIDHITA HUSNUL BANTERA, PT (AGM TANTIA)",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150611027","06/11/2015","09:30:00","Murinda","LUKOT","LAMPUNG - TAPIS EKA MODERN, PT",4642,"MITRA TOTAL PERSADA, PT","CDD",16.74
"150611028","06/11/2015","09:30:00","JBK5+Murinda","LUKOT","BENGKULU - MALAHO BANGKAHULU PERDANA, PT",4642,"MITRA TOTAL PERSADA, PT","HITUNGAN KARTON",
"150611034","06/11/2015","12:30:00","Murinda","LUKOT","SURABAYA",5307,"PT. PANCARAN DARAT TRANSPORT","WINGS BOX",45.00
"150611041","06/11/2015","14:30:00","JABABEKA 5","LUKOT","MEDAN",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"150611042","06/11/2015","14:30:00","JABABEKA 5","LUKOT","MEDAN",133,"DIVISI ARMADA PINTUSONA","BUILT UP",52.00
"150611044","06/11/2015","14:30:00","JABABEKA 5","LUKOT","SURABAYA",5,"BINTANG SAMUDRA RAYA, PT","WINGS BOX",45.00
"150611045","06/11/2015","14:30:00","JABABEKA 5","LUKOT","SURABAYA",5,"BINTANG SAMUDRA RAYA, PT","WINGS BOX",45.00
"150611046","06/11/2015","14:30:00","MEDAN","DALKOT","MULANI PANCA GEMPITA",324,"LAMLO JAYA","CDD",16.74
"150611047","06/11/2015","14:30:00","MEDAN","DALKOT","BAHANA ERIASAFA GEMPITA",4908,"MITRA SEJATI ABADI, CV","CDD",16.74
